form	lemma	POS	morph
crepidam	crepida	ADJqua	Case=Acc|Numb=Sing
aeratus	aeratus	ADJqua	Case=Nom|Numb=Sing|Gend=Masc
incessit	incedo1	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
Digne	digne	ADV	Case=Nom|Deg=Pos
quidem	quidem	ADV	Deg=Pos
ut	ut4	CONsub	MORPH=empty
bacchantibus	bacchor	VER	Case=Abl|Numb=Plur|Gend=Com|Mood=Par|Tense=Pres|Voice=Dep
indumentis	indumentum	VER	Case=Abl|Numb=Plur
aliquid	aliquis	PROind	Case=Acc|Numb=Sing|Gend=Neut
subtinniret	subtinno	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Act|Person=3
cymbalo	cymbalum	NOMcom	Case=Abl|Numb=Sing
incessit	incedo1	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
Quod	quod1	CONcoo	MORPH=empty
si	si2	CONsub	MORPH=empty
iam	iam	ADV	Deg=Pos
tunc	tunc	ADV	Deg=Pos
locorum	locus	NOMcom	Case=Gen|Numb=Plur
Diogenes	Diogenes	NOMpro	Case=Nom|Numb=Sing
de	de	PRE	MORPH=empty
dolio	dolium	NOMcom	Case=Abl|Numb=Sing
latraret	latro2	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Act|Person=3
non	non	ADVneg	MORPH=empty
coenulentis	coenulentus	VER	Case=Abl|Numb=Plur|Gend=Com|Deg=Pos
pedibus	pes	NOMcom	Case=Abl|Numb=Plur
ut	ut1	ADVrel	MORPH=empty
tori	torus	NOMcom	Case=Nom|Numb=Plur
Platonici	Platonici	ADJqua	Case=Nom|Numb=Plur
sciunt	scio	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
sed	sed	CONcoo	MORPH=empty
omnino	omnino	ADV	Deg=Pos
totum	totus	PROind	Case=Acc|Numb=Sing|Gend=MascNeut
Empedoclem	Empedocles	NOMpro	Case=Acc|Numb=Sing
in	in	PRE	MORPH=empty
adyta	adytum	NOMcom	Case=Acc|Numb=Sing
Cloacinarum	Cloacina	NOMpro	Case=Gen|Numb=Plur
detulisset	defero	VER	Numb=Sing|Mood=Sub|Tense=Pqp|Voice=Act|Person=3
ut	ut1	ADVrel	MORPH=empty
qui	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Masc
se	sui1	PROref	Case=Acc|Numb=Sing
caelitem	caeles1	NOMcom	Case=Acc|Numb=Sing
delirarat	deliro	VER	Numb=Sing|Mood=Ind|Tense=Pqp|Voice=Act|Person=3
sorores	soror	NOMcom	Case=Acc|Numb=Plur
prius	prius	ADJadv.ord	Deg=Comp
suas	suus	PROpos.ref	Case=Acc|Numb=Plur|Gend=Fem
dehinc	dehinc	ADV	Deg=Pos
homines	homo	NOMcom	Case=Acc|Numb=Plur
deus	deus	NOMcom	Case=Nom|Numb=Sing
salutaret	saluto	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Act|Person=3
Tales	talis	PROdem	Case=Acc|Numb=Plur|Gend=MascFem
igitur	igitur	CONcoo	MORPH=empty
habitus	habitus1	NOMcom	Case=Nom|Numb=Plur
qui	qui1	PROrel	Case=Nom|Numb=Plur|Gend=Masc
de	de	PRE	MORPH=empty
natura	natura	NOMcom	Case=Abl|Numb=Sing
et	et2	CONcoo	MORPH=empty
modestia	modestia	NOMcom	Case=Abl|Numb=Sing
transferunt	transfero	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
et	et2	CONcoo	MORPH=empty
acie	acies	NOMcom	Case=Abl|Numb=Sing
figere	figo	VER	Mood=Inf|Tense=Pres|Voice=Act
et	et2	CONcoo	MORPH=empty
digito	digitus	NOMcom	Case=Abl|Numb=Sing
destinare	destino	VER	Mood=Inf|Tense=Pres|Voice=Act
et	et2	CONcoo	MORPH=empty
nutu	nutus	NOMcom	Case=Abl|Numb=Sing
tradere	trado	VER	Mood=Inf|Tense=Pres|Voice=Act
merito	merito2	ADV	Gend=MascNeut|Deg=Pos
sit	sum1	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
Prorsus	prorsus2	ADV	Deg=Pos
si	si2	CONsub	MORPH=empty
quis	quis2	PROind	Case=Nom|Numb=Sing|Gend=MascFem
Menandrico	Menandricus	ADJqua	Case=Abl|Numb=Sing|Gend=MascNeut
fluxu	fluxus2	NOMcom	Case=Abl|Numb=Sing|Deg=Pos
delicatam	delicatus2	ADJqua	Case=Acc|Numb=Sing|Gend=Fem|Deg=Pos
vestem	uestis	NOMcom	Case=Acc|Numb=Sing
humi	humus	NOMcom	Case=Loc|Numb=Sing
protrahat	protraho	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
audiat	audio	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
penes	penes	PRE	MORPH=empty
se	sui1	PROref	Case=Acc|Numb=Sing
quod	qui1	PROrel	Case=Acc|Numb=Sing
dicit	dico2	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
comicus	comicus2	ADJqua	Case=Nom|Numb=Sing
Qualem	qualis1	PROrel	Case=Acc|Numb=Sing|Gend=MascFem
demens	demens	ADJqua	Case=Nom|Numb=Sing|Gend=Com|Deg=Pos
iste	iste	PROdem	Case=Nom|Numb=Sing|Gend=Masc
chlamydem	chlamys	NOMcom	Case=Acc|Numb=Sing
disperdit	disperdo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Enimvero	enimuero	ADV	Deg=Pos
iam	iam	ADV	Deg=Pos
dudum	dudum	ADV	Deg=Pos
censoriae	censorius2	ADJqua	Case=Gen|Numb=Sing|Gend=Fem|Deg=Pos
intentionis	intentio	NOMcom	Case=Gen|Numb=Sing
episcynio	episcynium	ADJqua	Case=Dat|Numb=Sing
disperso	dispergo	VER	Case=Abl|Numb=Sing|Gend=MascNeut|Mood=Par|Tense=Perf|Voice=Pass
quantum	quantum1	PROrel	MORPH=empty
denotatui	denotatus	VER	Case=Dat|Numb=Sing
passivitas	passiuitas	NOMcom	Case=Nom|Numb=Sing
offert	offero	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
libertinos	libertinus1	NOMcom	Case=Acc|Numb=Plur
in	in	PRE	MORPH=empty
equestribus	equestria	ADJqua	Case=Abl|Numb=Plur
subverbustos	subuerbustus	VER	Case=Acc|Numb=Plur|Gend=Masc|Mood=Par|Tense=Perf|Voice=Pass
in	in	PRE	MORPH=empty
liberalibus	liberalis	ADJqua	Case=Abl|Numb=Plur|Gend=Com|Deg=Pos
dediticios	dediticius2	ADJqua	Case=Acc|Numb=Plur|Gend=Masc
in	in	PRE	MORPH=empty
ingenuis	ingenuus	ADJqua	Case=Abl|Numb=Plur|Gend=Com|Deg=Pos
rupices	rupex	NOMcom	Numb=Plur
in	in	PRE	MORPH=empty
urbanis	urbanus	ADJqua	Case=Abl|Numb=Plur|Gend=Com|Deg=Pos
scurras	scurra	NOMcom	Case=Acc|Numb=Plur
in	in	PRE	MORPH=empty
forensibus	forensis	ADJqua	Case=Abl|Numb=Plur|Gend=Com|Deg=Pos
paganos	paganus1	NOMcom	Case=Acc|Numb=Plur
in	in	PRE	MORPH=empty
militaribus	militaris	ADJqua	Case=Abl|Numb=Plur|Gend=Com|Deg=Pos
vespillo	Uespillo	NOMpro	Case=Abl|Numb=Sing
leno	leno1	NOMcom	Case=Nom|Numb=Sing
lanista	lanista	NOMcom	Case=Nom|Numb=Sing
tecum	tu	PROper	Case=Abl|Numb=Sing
{tecum}	cum3	CON	MORPH=empty
vestiuntur	uestio	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Pass|Person=3
Converte	conuerto	VER	Numb=Sing|Mood=Imp|Tense=Pres|Voice=Act|Person=2
et	et2	CONcoo	MORPH=empty
ad	ad2	PRE	MORPH=empty
feminas	femina	NOMcom	Case=Acc|Numb=Plur
Habes	habeo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=2
spectare	specto	VER	Mood=Inf|Tense=Pres|Voice=Act
quod	quod2	CONsub	Case=Acc|Numb=Sing|Gend=Neut
Caecina	Caecina	NOMpro	Case=Nom|Numb=Sing
Severus	Seuerus	NOMpro	Case=Nom|Numb=Sing
graviter	grauiter	ADV	Deg=Pos
senatui	senatus	NOMcom	Case=Dat|Numb=Sing
impressit	imprimo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
matronas	matrona	NOMcom	Case=Acc|Numb=Plur
sine	sine	PRE	MORPH=empty
stola	stola	NOMcom	Case=Abl|Numb=Sing
in	in	PRE	MORPH=empty
publico	publicum	NOMcom	Case=Abl|Numb=Sing
Denique	denique	ADV	Deg=Pos
Lentuli	Lentulus	NOMpro	Case=Gen|Numb=Sing
auguris	augur	NOMcom	Case=Gen|Numb=Sing
consultis	consultum	NOMcom	Case=Abl|Numb=Plur|Gend=Com
quae	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Fem
ita	ita	ADV	Deg=Pos
sese	sui1	PROref	Case=Acc|Numb=Sing
exauctorasset	exauctoro	VER	Numb=Sing|Mood=Sub|Tense=Pqp|Voice=Act|Person=3
pro	pro1	PRE	MORPH=empty
stupro	stuprum	NOMcom	Case=Abl|Numb=Sing
erat	sum1	VER	Numb=Sing|Mood=Ind|Tense=Impa|Voice=Act|Person=3
poena	poena	NOMcom	Case=Nom|Numb=Sing
quoniam	quoniam	CONsub	MORPH=empty
quidem	quidem	ADV	Deg=Pos
indices	index	NOMcom	Case=Nom|Numb=Plur
cusodesque	cuso	NOMcom	Numb=Sing
{cusodesque}	que	CON	MORPH=empty
dignitatis	dignitas	NOMcom	Case=Gen|Numb=Sing
habitus	habeo	NOMcom	Case=Nom|Numb=Plur
ut	ut1	ADVrel	MORPH=empty
lenocinii	lenocinium	NOMcom	Case=Nom|Numb=Sing
factitandi	factito	VER	Case=Gen|Numb=Sing|Gend=MascNeut|Mood=Adj|Voice=Pass
impedimenta	impedimentum	NOMcom	Case=Acc|Numb=Plur
sedulo	sedulo	ADV	Deg=Pos
quaedam	quidam	PROind	Case=Acc|Numb=Plur|Gend=Neut
desuefecerant	desuefacio	VER	Numb=Plur|Mood=Ind|Tense=Pqp|Voice=Act|Person=3
At	at2	CONcoo	MORPH=empty
nunc	nunc	ADV	Deg=Pos
in	in	PRE	MORPH=empty
semetipsas	sui	PROref	Case=Acc|Numb=Plur
{semetipsas}	ipse	PROdem	MORPH=empty
lenocinando	lenocinor	VER	Case=Abl|Numb=Sing|Mood=Ger|Voice=Dep
quo	quo1	ADVrel	MORPH=empty
planius	plane	ADV	Deg=Comp
adeantur	adeo1	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Pass|Person=3
et	et2	CONcoo	MORPH=empty
stolam	stola	NOMcom	Case=Acc|Numb=Sing
et	et2	CONcoo	MORPH=empty
supparum	supparum	NOMcom	Case=Acc|Numb=Sing
et	et2	CONcoo	MORPH=empty
crepidulum	crepidulus	NOMcom	Case=Acc|Numb=Sing
et	et2	CONcoo	MORPH=empty
caliendrum	caliendrum	NOMcom	Case=Acc|Numb=Sing
ipsas	ipse	PROdem	Case=Acc|Numb=Plur|Gend=Fem
quoque	quoque	ADV	Deg=Pos
iam	iam	ADV	Deg=Pos
lecticas	lectica	NOMcom	Case=Acc|Numb=Plur
et	et2	CONcoo	MORPH=empty
sellas	sella	NOMcom	Case=Acc|Numb=Plur
quis	quis1	PROrel	Case=Abl|Numb=Plur|Gend=Com
in	in	PRE	MORPH=empty
publico	publicum	NOMcom	Case=Abl|Numb=Sing
quoque	quoque	ADV	Case=Abl|Numb=Sing|Deg=Pos
domestice	domesticus2	ADV	Case=Abl|Numb=Sing|Deg=Pos
ac	ac1	CONcoo	MORPH=empty
secrete	secrete	ADV	Deg=Pos
habebantur	habeo	VER	Numb=Plur|Mood=Ind|Tense=Impa|Voice=Pass|Person=3
eieravere	eiero	VER	Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=3
Sed	sed	CONcoo	MORPH=empty
alius	alius	PROind	Case=Nom|Numb=Sing|Gend=Masc
extinguit	exstinguo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
sua	suus	PROpos.ref	Case=Acc|Numb=Plur|Gend=Neut
lumina	lumen	NOMcom	Case=Acc|Numb=Plur
alius	alius	PROind	Case=Nom|Numb=Sing|Gend=Masc
non	non	ADVneg	MORPH=empty
sua	suus	NOMcom	Case=Acc|Numb=Plur|Gend=Fem
accendit	accendo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Aspice	aspicio	VER	Numb=Sing|Mood=Imp|Tense=Pres|Voice=Act|Person=2
lupas	lupa	NOMcom	Case=Acc|Numb=Plur
popularium	popularis1	NOMcom	Case=Gen|Numb=Plur
libidinum	libido	NOMcom	Case=Gen|Numb=Plur
nundinas	nundinae	NOMcom	Case=Acc|Numb=Plur
ipsas	ipse	PROdem	Case=Acc|Numb=Plur|Gend=Fem
quoque	quoque	ADV	Deg=Pos
frictrices	frictrix	NOMcom	Case=Acc|Numb=Plur
et	et2	CONcoo	MORPH=empty
si	si2	CONsub	MORPH=empty
praestat	praesto1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
oculos	oculus	NOMcom	Case=Acc|Numb=Plur
abducere	abduco	VER	Mood=Inf|Tense=Pres|Voice=Act
ab	ab	PRE	MORPH=empty
eiusmodi	eiusmodi	ADV	Deg=Pos
propudiis	propudium	NOMcom	Case=Abl|Numb=Plur
occisae	occido2	VER	Case=Gen|Numb=Sing|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass
in	in	PRE	MORPH=empty
publico	publicum	NOMcom	Case=Abl|Numb=Sing
castitatis	castitas	NOMcom	Case=Gen|Numb=Sing
aspice	aspicio	VER	Numb=Sing|Mood=Imp|Tense=Pres|Voice=Act|Person=2
tamen	tamen	ADV	Deg=Pos
vel	uel2	CONcoo	MORPH=empty
sublimis	sublimis	ADJqua	Case=Acc|Numb=Sing|Gend=MascFem|Deg=Pos
iam	iam	ADV	Deg=Pos
matronas	matrona	NOMcom	Case=Acc|Numb=Plur
videbis	uideo	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=2
Et	et2	CONcoo	MORPH=empty
cum	cum3	CONsub	MORPH=empty
latrinarum	latrina	ADJqua	Case=Gen|Numb=Plur
antistes	antistes	NOMcom	Case=Nom|Numb=Sing
sericum	sericum	NOMcom	Case=Acc|Numb=Sing
ventilat	uentilo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
et	et2	CONcoo	MORPH=empty
immundiorem	immundus	ADJqua	Case=Acc|Numb=Sing|Gend=MascFem|Deg=Comp
loco	locus	NOMcom	Case=Abl|Numb=Sing
cervicem	ceruix	NOMcom	Case=Acc|Numb=Sing
monilibus	monile	NOMcom	Case=Abl|Numb=Plur
consolatur	consolor	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Dep|Person=3
et	et2	CONcoo	MORPH=empty
armillis	armilla	NOMcom	Case=Abl|Numb=Plur
quas	qui1	PROrel	Case=Acc|Numb=Plur|Gend=Fem
ex	ex	PRE	MORPH=empty
virorum	uir	NOMcom	Case=Gen|Numb=Plur
fortium	fortis	ADJqua	Case=Gen|Numb=Plur|Gend=Com|Deg=Pos
donis	donum	NOMcom	Case=Abl|Numb=Plur
ipsae	ipse	PROdem	Case=Nom|Numb=Plur|Gend=Fem
quoque	quoque	ADV	Deg=Pos
matronae	matrona	NOMcom	Case=Nom|Numb=Plur
temere	temere	ADV	Deg=Pos
usurpassent	usurpo	VER	Numb=Plur|Mood=Sub|Tense=Pqp|Voice=Act|Person=3
omnium	omnis	PROind	Case=Gen|Numb=Plur|Gend=Com
pudendorum	pudendus	ADJqua	Case=Gen|Numb=Plur|Gend=MascNeut|Deg=Pos
conscias	conscius	ADJqua	Case=Acc|Numb=Sing|Gend=Fem|Deg=Pos
manus	manus1	NOMcom	Case=Acc|Numb=Plur
inserit	insero2	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
impuro	impurus	ADJqua	Case=Dat|Numb=Sing|Gend=MascNeut|Deg=Pos
cruri	crus	NOMcom	Case=Dat|Numb=Sing
purum	purus	ADJqua	Case=Acc|Numb=Sing|Gend=MascNeut|Deg=Pos
aut	aut	CONcoo	MORPH=empty
mulleolum	mulleolum	NOMcom	Case=Acc|Numb=Sing
inducit	induco	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
calceum	calceus	NOMcom	Case=Acc|Numb=Sing
cur	cur	ADVint	MORPH=empty
istos	iste	PROdem	Case=Acc|Numb=Plur|Gend=Masc
non	non	ADVneg	MORPH=empty
spectas	specto	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=2
vel	uel2	CONcoo	MORPH=empty
illos	ille	PROdem	Case=Acc|Numb=Plur|Gend=Masc
item	item	ADV	Deg=Pos
habitus	habitus1	NOMcom	Case=Acc|Numb=Plur
qui	qui1	PROrel	Case=Nom|Numb=Plur|Gend=Masc
novitati	nouitas	NOMcom	Case=Dat|Numb=Sing
suae	suus	PROpos.ref	Case=Dat|Numb=Sing|Gend=Fem
stare	sto	VER	Mood=Inf|Tense=Pres|Voice=Act
religionem	religio	NOMcom	Case=Acc|Numb=Sing
mentiuntur	mentior	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Dep|Person=3
cum	cum3	CONsub	MORPH=empty
ob	ob	PRE	MORPH=empty
cultum	cultus1	NOMcom	Case=Acc|Numb=Sing
omnia	omnis	PROind	Case=Acc|Numb=Plur|Gend=Neut
candidatum	candidatus1	NOMcom	Case=Acc|Numb=Sing
et	et2	CONcoo	MORPH=empty
ob	ob	PRE	MORPH=empty
notam	nota	NOMcom	Case=Acc|Numb=Sing|Deg=Pos
vittae	uitta	NOMcom	Case=Nom|Numb=Plur
et	et2	CONcoo	MORPH=empty
privilegium	priuilegium	NOMcom	Case=Acc|Numb=Sing
galeri	galerus	NOMcom	Case=Gen|Numb=Sing
Cereri	Ceres	NOMpro	Case=Gen|Numb=Sing
initiantur	initio	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Pass|Person=3
cum	cum3	CONsub	MORPH=empty
ob	ob	PRE	MORPH=empty
diversam	diuersus	ADJqua	Case=Acc|Numb=Sing|Gend=Fem|Deg=Pos
affectionem	affectio	NOMcom	Case=Acc|Numb=Sing
tenebricae	tenebricus	ADJqua	Case=Gen|Numb=Sing|Gend=Fem|Deg=Pos
vestis	uestis	NOMcom	Case=Gen|Numb=Sing
et	et2	CONcoo	MORPH=empty
tetrici	tetricus	NOMcom	Case=Gen|Numb=Sing|Gend=MascNeut|Deg=Pos
super	super2	PRE	MORPH=empty
caput	caput	NOMcom	Case=Acc|Numb=Sing
velleris	uellus	NOMcom	Case=Gen|Numb=Sing
in	in	PRE	MORPH=empty
Bellonae	Bellona	NOMpro	Case=Gen|Numb=Sing
mentes	mens	NOMcom	Case=Nom|Numb=Plur
fugantur	fugo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Pass|Person=3
cum	cum3	CONsub	MORPH=empty
latioris	latus2	ADJqua	Case=Gen|Numb=Sing|Gend=Com|Deg=Comp
purpurae	purpura	NOMcom	Case=Gen|Numb=Sing
ambitio	ambitio	NOMcom	Case=Nom|Numb=Sing
et	et2	CONcoo	MORPH=empty
Galatici	Galaticus	ADJqua	Case=Gen|Numb=Sing|Gend=MascNeut|Deg=Pos
ruboris	rubor	NOMcom	Case=Gen|Numb=Sing
superiectio	superiectio	NOMcom	Case=Nom|Numb=Sing
Saturnum	Saturnus	NOMpro	Case=Acc|Numb=Sing
commendat	commendo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Cum	cum3	CONsub	MORPH=empty
ipsum	ipse	PROdem	Case=Nom|Numb=Sing|Gend=MascNeut
hoc	hic1	PROdem	Case=Nom|Numb=Sing|Gend=Neut
pallium	pallium	NOMcom	Case=Nom|Numb=Sing
morosius	morosus	ADJqua	Gend=Neut|Deg=Comp
ordinatum	ordino	VER	Case=Nom|Numb=Sing|Gend=Neut
et	et2	CONcoo	MORPH=empty
crepidae	crepida	ADJqua	Case=Nom|Numb=Plur
Graecatim	Graecatis	ADV	Deg=Pos
Aesculapio	Aesculapius	NOMpro	Case=Dat|Numb=Sing
adulantur	adulor	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Dep|Person=3
quanto	quanto1	ADVrel	MORPH=empty
tunc	tunc	ADV	Deg=Pos
magis	magis2	ADV	Deg=Comp
arguas	arguo	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=2
illud	ille	PROdem	Case=Acc|Numb=Sing|Gend=Neut
et	et2	CONcoo	MORPH=empty
urgeas	urgeo	VER	Numb=Sing|Deg=Pos|Mood=Sub|Tense=Pres|Voice=Act|Person=2
oculis	oculus	NOMcom	Case=Abl|Numb=Plur
etsi	etsi2	CONsub	MORPH=empty
iam	iam	ADV	Deg=Pos
simplicis	simplex	ADJmul	Case=Gen|Numb=Sing|Gend=Com|Deg=Pos
et	et2	CONcoo	MORPH=empty
inaffectatae	inaffecto	ADJqua	Case=Gen|Numb=Sing|Gend=Fem|Deg=Pos|Mood=Par|Tense=Perf|Voice=Pass
tamen	tamen	ADV	Deg=Pos
superstitionis	superstitio	NOMcom	Case=Gen|Numb=Sing
reum	reus	NOMcom	Case=Acc|Numb=Sing
Enimvero	enimuero	ADV	Deg=Pos
cum	cum3	CONsub	MORPH=empty
hanc	hic1	PROdem	Case=Acc|Numb=Sing|Gend=Fem
primum	primum	ADJadv.ord	Deg=Sup
sapientiam	sapientia	NOMcom	Case=Acc|Numb=Sing
vestit	uestio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
quae	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Fem
vanissimis	uanus	ADJqua	Case=Abl|Numb=Plur|Gend=Com|Deg=Sup
superstitionibus	superstitio	NOMcom	Case=Abl|Numb=Plur
renuit	renuo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
tunc	tunc	ADV	Deg=Pos
certissime	certe	ADV	Deg=Sup
pallium	pallium	NOMcom	Case=Nom|Numb=Sing
super	super2	PRE	MORPH=empty
omnes	omnis	PROind	Case=Acc|Numb=Plur|Gend=MascFem
exuvias	exuuiae	NOMcom	Case=Acc|Numb=Plur
et	et2	CONcoo	MORPH=empty
peplos	peplus	NOMcom	Case=Acc|Numb=Plur
augusta	augustus	ADJqua	Case=Acc|Numb=Sing|Gend=Fem|Deg=Pos
vestis	uestis	NOMcom	Case=Acc|Numb=Plur
superque	super	PRE	MORPH=empty
{superque}	que	CON	MORPH=empty
omnes	omnis	PROind	Case=Acc|Numb=Plur|Gend=MascFem
apices	apex	NOMcom	Case=Acc|Numb=Plur
et	et2	CONcoo	MORPH=empty
tutulos	tutulus	NOMcom	Case=Acc|Numb=Plur|Gend=Masc
sacerdos	sacerdos	NOMcom	Case=Nom|Numb=Sing
suggestus	suggestus	NOMcom	Case=Nom|Numb=Sing
Deduc	deduco	VER	Numb=Sing|Mood=Imp|Tense=Pres|Voice=Act|Person=2
oculos	oculus	NOMcom	Case=Acc|Numb=Plur
suadeo	suadeo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=1
reverere	reuereor	VER	Numb=Sing|Mood=Imp|Tense=Pres|Voice=Dep|Person=2
habitum	habitus1	NOMcom	Case=Acc|Numb=Sing
unius	unus	ADJcar	Case=Gen|Numb=Sing|Gend=Com
interim	interim	ADV	Deg=Pos
erroris	error	NOMcom	Case=Gen|Numb=Sing
tui	tuus	PROpos	Case=Gen|Numb=Sing|Gend=MascNeut
renuntiatorem	renuntiator	NOMcom	Case=Acc|Numb=Sing
Tamen	tamen	ADV	Deg=Pos
inquis	inquio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=2
ita	ita	ADV	Deg=Pos
a	ab	PRE	MORPH=empty
toga	toga	NOMcom	Case=Abl|Numb=Sing
ad	ad2	PRE	MORPH=empty
pallium	pallium	NOMcom	Case=Acc|Numb=Sing
Quid	quis1	PROint	Case=Acc|Numb=Sing|Gend=Neut
enim	enim2	CONcoo	MORPH=empty
si	si2	CONsub	MORPH=empty
a	ab	PRE	MORPH=empty
diademate	diadema	NOMcom	Case=Abl|Numb=Sing
et	et2	CONcoo	MORPH=empty
a	ab	PRE	MORPH=empty
sceptro	sceptrum	NOMcom	Case=Abl|Numb=Sing
An	an	ADVint	MORPH=empty
aliter	aliter	ADV	Deg=Pos
mutavit	muto2	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
Anacharsis	Anacharsis	NOMpro	Case=Nom|Numb=Sing
cum	cum2	PRE	MORPH=empty
regno	regnum	NOMcom	Case=Abl|Numb=Sing
Scythiae	Scythia	NOMpro	Case=Gen|Numb=Sing
philosophiam	philosophia	NOMcom	Case=Acc|Numb=Sing
praevertit	praeuerto	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
Nulla	nullus	PROind	Case=Nom|Numb=Plur|Gend=Neut
in	in	PRE	MORPH=empty
melius	bonus	ADJqua	Case=Acc|Numb=Sing|Gend=Neut|Deg=Comp
transgressi	transgredior	VER	Case=Nom|Numb=Plur|Gend=Masc|Mood=Par|Tense=Perf|Voice=Dep
sint	sum1	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=3
signa	signum	NOMcom	Case=Nom|Numb=Plur
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
habitus	habitus1	NOMcom	Case=Nom|Numb=Sing
iste	iste	PROdem	Case=Nom|Numb=Sing|Gend=Masc
quod	qui1	PROrel	Case=Acc|Numb=Sing|Gend=Neut
faciat	facio	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
Prius	prius	ADJadv.ord	Deg=Comp
etiam	etiam	ADV	Deg=Pos
ad	ad2	PRE	MORPH=empty
simplicem	simplex	ADJmul	Case=Acc|Numb=Sing|Gend=MascFem|Deg=Pos
captatelam	captatela	NOMcom	Case=Acc|Numb=Sing
eius	is	PROdem	Case=Gen|Numb=Sing|Gend=Com
nullo	nullus	PROind	Case=Abl|Numb=Sing|Gend=MascNeut
taedio	taedium	NOMcom	Case=Abl|Numb=Sing
constat	consto	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Adeo	adeo2	ADV	Deg=Pos
nec	nec2	CONcoo	MORPH=empty
artificem	artifex	NOMcom	Case=Acc|Numb=Sing
necesse	necesse	ADJqua	Case=Ind|Deg=Pos
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
qui	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Masc
pridie	pridie	ADV	Deg=Pos
rugas	ruga	NOMcom	Case=Acc|Numb=Plur
ab	ab	PRE	MORPH=empty
exordio	exordium	NOMcom	Case=Abl|Numb=Sing
formet	formo	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
et	et2	CONcoo	MORPH=empty
inde	inde	ADV	Deg=Pos
deducat	deduco	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
nitidius	nitidus	ADJqua	Case=Nom|Numb=Sing|Deg=Comp
totumque	totus	PROind	Case=Acc|Numb=Sing|Gend=MascNeut
{totumque}	que	CON	MORPH=empty
contracti	contraho	VER	Case=Gen|Numb=Sing|Gend=MascNeut|Mood=Par|Tense=Perf|Voice=Pass
